Name,Start time,End time,Type,Quality,SNR Z,SNR N,SNR E,SNR HF Z,SNR HF N,SNR HF E
S0355a,2019-11-26T16:46:44.962297Z,2019-11-26T17:01:42.641965Z,2.4_HZ,C,1.31118062443,1.27299643991,1.20920314936,2.69273843903,2.5062260769,2.59369720836
S0354a,2019-11-25T01:23:33.242177Z,2019-11-25T01:43:31.234681Z,2.4_HZ,D,1.17146789644,1.0648001684,1.08597640217,1.52747699221,1.33982416001,1.35277117836
S0352b,2019-11-23T19:28:20.463126Z,2019-11-23T19:42:41.284915Z,2.4_HZ,D,1.22967558997,1.27680289346,1.27880785688,1.59411640763,1.61134702291,1.8053698541
S0352a,2019-11-23T18:18:13.277075Z,2019-11-23T18:37:02.751860Z,HIGH_FREQUENCY,B,1.48031618016,1.41494099332,1.63014160695,3.66409743965,3.54456073698,3.89436936088
S0351b,2019-11-22T17:40:31.238215Z,2019-11-22T17:56:44.540912Z,HIGH_FREQUENCY,C,1.18542114946,1.22251378476,1.19408346755,2.98058845538,3.17065429175,3.07688473795
S0350a,2019-11-21T15:58:30.781641Z,2019-11-21T16:07:56.486637Z,2.4_HZ,D,1.1950056318,1.15182012347,1.09580923898,2.32037971467,2.23565054032,2.3445985462
S0349a,2019-11-20T17:12:29.879989Z,2019-11-20T17:29:55.558461Z,HIGH_FREQUENCY,B,1.21523547779,1.20442887288,1.23274386782,3.13170989047,3.23851886865,2.6849597338
S0349b,2019-11-19T22:53:07.256610Z,2019-11-19T23:08:11.437274Z,2.4_HZ,C,1.21115654025,1.22042514331,1.12746372502,2.49953455301,1.67010074648,1.71671772531
S0348d,2019-11-19T17:45:06.761285Z,2019-11-19T17:58:40.896130Z,2.4_HZ,C,0.98069190208,0.964003963548,1.04766218871,1.73953906623,1.69817607811,1.46414477437
S0348c,2019-11-19T15:48:00.701557Z,2019-11-19T16:02:59.888467Z,2.4_HZ,C,1.41226882623,1.34595142491,1.43320048008,2.17236830809,2.19483455643,1.85421661071
S0348b,2019-11-19T14:51:47.505614Z,2019-11-19T15:07:36.911685Z,2.4_HZ,C,1.25131354828,1.06751591506,1.28356344715,2.2221270539,2.07312147633,2.10983235689
S0348a,2019-11-19T14:03:51.580453Z,2019-11-19T14:18:43.447028Z,2.4_HZ,C,1.72978442939,1.70230493022,1.65572218814,1.94777412022,1.91136894402,1.78908492091
S0347a,2019-11-18T14:50:40.697980Z,2019-11-18T15:12:21.576672Z,HIGH_FREQUENCY,C,1.21202248558,1.16788810974,1.24710653379,4.76898270263,3.7955549822,4.8055423162
S0346d,2019-11-17T15:26:34.208514Z,2019-11-17T15:44:19.833522Z,2.4_HZ,C,1.44175892909,1.51910981852,1.25246533479,2.1745553206,1.90280774459,2.05101038471
S0346c,2019-11-17T15:13:58.945582Z,2019-11-17T15:24:43.268393Z,2.4_HZ,D,1.19876176891,1.35173900527,1.24690394497,1.47170578684,1.28101638257,1.33766555998
S0346b,2019-11-17T14:30:20.902294Z,2019-11-17T14:39:53.414889Z,2.4_HZ,D,1.12374832578,1.1688871993,1.07844732512,1.2338384171,1.27784840858,1.29635053099
S0346a,2019-11-17T12:33:12.261358Z,2019-11-17T12:43:36.902682Z,VERY_HIGH_FREQUENCY,D,1.22932479817,1.37057313709,1.08692953746,1.35591134585,1.44911384103,1.44792679824
S0345b,2019-11-16T15:41:53.449631Z,2019-11-16T15:48:55.293319Z,2.4_HZ,D,0.97936293617,1.10740812973,1.05500545319,1.64314755801,1.6813553759,1.66980077805
S0345d,2019-11-16T14:45:40.403770Z,2019-11-16T14:55:08.904078Z,2.4_HZ,D,1.13215387055,1.25761467602,1.25003667342,1.45681518644,1.46191449671,1.31472118164
S0345c,2019-11-16T14:02:47.490442Z,2019-11-16T14:14:10.158328Z,2.4_HZ,D,1.13407962602,1.08791361228,1.11465341897,1.42063203279,1.31545389031,1.28571869773
S0345a,2019-11-16T12:06:04.732831Z,2019-11-16T12:28:11.745179Z,LOW_FREQUENCY,C,1.86848434565,2.37726433782,1.87506855975,1.23597997868,1.14542812233,1.23469808725
S0344b,2019-11-15T10:02:02.658912Z,2019-11-15T10:09:30.958480Z,2.4_HZ,D,1.12140395458,1.11223857204,1.12027056625,1.29847938512,1.36386001339,1.37577916704
S0344a,2019-11-15T09:49:12.158792Z,2019-11-15T10:01:04.068697Z,2.4_HZ,C,1.14879581251,1.15071650969,1.09703928345,1.62288632772,1.49678076176,1.54573510993
S0343b,2019-11-14T11:59:39.648596Z,2019-11-14T12:17:42.514331Z,HIGH_FREQUENCY,B,2.3228622282,1.80099856592,1.97456361439,3.33412660921,4.49793387791,3.58790324476
S0343a,2019-11-14T11:41:14.618773Z,2019-11-14T11:57:09.515822Z,VERY_HIGH_FREQUENCY,C,1.20851596628,1.17058270228,1.28445027007,1.56029086038,2.53252391231,1.88715522532
S0342a,2019-11-13T13:07:01.432501Z,2019-11-13T13:23:42.583142Z,2.4_HZ,B,1.38275619003,1.28243975506,1.35877150996,2.17047160686,1.78804582186,2.31975434618
S0341a,2019-11-12T12:25:24.711146Z,2019-11-12T12:36:57.474051Z,2.4_HZ,D,1.14934490793,1.22179127076,1.11192611396,1.23657421478,1.39222643446,1.36478767841
S0340b,2019-11-11T11:11:54.112265Z,2019-11-11T11:27:32.018222Z,2.4_HZ,C,1.04527148562,1.07402604299,1.06370150529,1.65587947056,1.40725893142,1.60454196219
S0340a,2019-11-11T09:57:57.696696Z,2019-11-11T10:13:55.366552Z,HIGH_FREQUENCY,B,2.72002032089,2.44782128421,2.9386210994,2.7745845627,2.5613380579,2.84818212822
S0339f,2019-11-10T11:11:16.898322Z,2019-11-10T11:27:24.496723Z,2.4_HZ,D,1.19752730791,1.11558121579,1.18868109002,1.31898717211,1.29062297079,1.40955356256
S0339b,2019-11-10T10:06:30.180634Z,2019-11-10T10:18:55.859362Z,2.4_HZ,D,0.9716083091,0.959055539539,0.984914610501,1.53292151133,1.61427840727,1.33073979666
S0339a,2019-11-10T09:20:58.337935Z,2019-11-10T09:33:38.470674Z,2.4_HZ,D,1.09071706249,1.02790172033,1.04707088567,1.39856074069,1.30809707934,1.3546864934
S0339e,2019-11-10T08:15:02.069026Z,2019-11-10T08:28:25.173676Z,2.4_HZ,D,1.13623679173,1.12112478001,1.13666495504,1.26618750201,1.28931837776,1.35777703305
S0339d,2019-11-10T07:24:23.184572Z,2019-11-10T07:30:39.749598Z,2.4_HZ,D,1.09620443584,1.0004793928,1.01111460332,1.47271554606,1.39064313508,1.3945443796
S0339c,2019-11-10T06:29:57.807738Z,2019-11-10T06:41:39.082134Z,2.4_HZ,C,1.29469085039,1.14027331973,1.59323274817,1.59242988881,1.67864413738,1.66933427157
S0338b,2019-11-09T07:24:11.190621Z,2019-11-09T07:40:14.595876Z,2.4_HZ,B,1.20884860237,1.11338914959,1.2542486035,3.29420062618,3.32762737963,3.14460329499
S0337a,2019-11-08T11:36:45.249527Z,2019-11-08T11:51:15.463347Z,2.4_HZ,C,1.02509759071,1.08856819347,1.10487491778,1.46335319645,1.43734893132,1.41738939981
S0335b,2019-11-06T09:10:44.763370Z,2019-11-06T09:25:01.442011Z,2.4_HZ,C,1.06771657001,1.05588193758,1.10640811002,1.44891782176,1.41728976397,1.45545957356
S0335c,2019-11-06T07:27:10.931991Z,2019-11-06T07:33:52.328539Z,2.4_HZ,D,1.07715338392,1.08823288502,1.08896985883,1.48832887852,1.56600320105,1.44907701895
S0335a,2019-11-06T04:56:11.266185Z,2019-11-06T05:06:35.014163Z,2.4_HZ,D,1.05635425165,1.10028290227,1.11987325316,1.40367505497,1.45789847802,1.42482751777
S0334c,2019-11-05T06:08:53.330166Z,2019-11-05T06:16:37.893364Z,VERY_HIGH_FREQUENCY,D,1.06352175314,1.08776682172,1.22573062552,1.33512487482,1.23721443611,1.49957496714
S0334b,2019-11-05T05:25:18.236873Z,2019-11-05T05:39:25.194794Z,VERY_HIGH_FREQUENCY,C,1.12998868025,1.14593384949,1.05989385098,1.77138658333,1.76564348145,1.67889002817
S0334a,2019-11-05T04:55:14.976475Z,2019-11-05T05:15:05.384779Z,VERY_HIGH_FREQUENCY,B,1.74559232222,1.78357056982,1.84848108674,10.124472193,8.3471335021,9.12923360613
S0333a,2019-11-04T05:45:47.621011Z,2019-11-04T06:00:31.819992Z,2.4_HZ,C,1.34809589419,1.3183627266,1.2966525484,1.69808000635,1.75904334007,1.60914602025
S0332a,2019-11-03T02:07:27.638879Z,2019-11-03T02:21:48.099440Z,2.4_HZ,C,1.06751141935,1.07927363296,1.03104383423,2.18242806119,2.06203745075,2.37655975626
S0331b,2019-11-02T06:55:39.560251Z,2019-11-02T07:07:53.075997Z,2.4_HZ,C,1.14663503217,1.21102036688,1.18432807258,2.32023993814,2.37119453768,2.42972507373
S0331a,2019-11-01T08:40:10.644513Z,2019-11-01T08:57:16.271746Z,HIGH_FREQUENCY,B,1.15791161047,1.20120606492,1.34297249173,8.41983605138,5.87192264408,5.25810719641
S0330a,2019-10-31T10:20:08.355834Z,2019-10-31T10:39:43.751487Z,LOW_FREQUENCY,D,1.42463146434,1.25587699607,1.4246405378,1.47161869014,1.32745138254,1.36021187686
S0329a,2019-10-31T04:40:14.618807Z,2019-10-31T04:57:30.455079Z,2.4_HZ,C,1.25759432007,1.2760360577,1.16567018216,2.25453603372,1.93867231149,2.27430765968
S0329b,2019-10-31T00:44:20.133854Z,2019-10-31T00:49:19.556881Z,LOW_FREQUENCY,D,1.70425845697,1.96081840086,1.5282224077,1.08526457318,1.02821433709,1.12547837411
S0325e,2019-10-27T02:02:20.841141Z,2019-10-27T02:16:10.953353Z,2.4_HZ,C,1.06565293182,1.0804527662,1.09802539814,1.35595044483,1.51517161915,1.27450177742
S0325c,2019-10-27T01:26:23.581594Z,2019-10-27T01:38:14.125794Z,2.4_HZ,B,1.12111253301,1.12793268673,1.09650917626,1.83222707946,1.41489289417,1.48997889262
S0325a,2019-10-26T06:58:55.171919Z,2019-10-26T07:18:35.300263Z,LOW_FREQUENCY,B,1.97224804474,1.61172242713,1.86375031249,1.15652161244,1.24289019108,1.21274362708
S0325b,2019-10-26T04:41:24.693640Z,2019-10-26T04:57:48.098481Z,HIGH_FREQUENCY,B,1.18489140158,1.15992391182,1.26480438584,3.51589752711,2.62719463651,2.96066586462
S0324e,2019-10-26T02:17:37.933238Z,2019-10-26T02:24:01.005908Z,2.4_HZ,D,1.22223609919,1.09792207731,1.05455148558,1.84263327256,1.62128002798,1.57376300048
S0324d,2019-10-25T21:18:26.379846Z,2019-10-25T21:32:24.854105Z,2.4_HZ,C,1.25135060926,1.28853485107,1.41728708851,1.56096900425,1.61803236672,1.70679906096
S0324c,2019-10-25T08:08:32.084255Z,2019-10-25T08:18:50.263343Z,2.4_HZ,D,1.21231507406,1.0784222666,1.08176174718,2.03716284888,1.85647396648,1.83327945013
S0324b,2019-10-25T06:23:08.759630Z,2019-10-25T06:27:56.547061Z,2.4_HZ,D,1.08968592148,1.07807453612,0.983317183226,1.7519723653,1.10198877975,1.18019632471
S0324a,2019-10-25T05:21:24.085548Z,2019-10-25T05:41:04.084952Z,HIGH_FREQUENCY,D,1.23178213651,1.30448865381,1.18125157558,1.39393769704,1.15968051251,1.28273953628
S0323c,2019-10-25T00:58:07.350059Z,2019-10-25T01:13:38.216635Z,2.4_HZ,B,1.13294748485,1.12508412498,1.1183357335,1.78924848837,1.83341070193,1.77948193438
S0323d,2019-10-25T00:26:42.096918Z,2019-10-25T00:37:24.061555Z,LOW_FREQUENCY,C,1.51784886974,2.10752790508,1.57889577726,1.56906853216,1.52105155014,1.61597650184
S0323b,2019-10-25T00:07:04.681904Z,2019-10-25T00:20:02.501526Z,2.4_HZ,C,1.20747587111,1.24200669735,1.19711918805,1.99545387134,1.73311908879,1.73679603032
S0323a,2019-10-24T21:14:01.130800Z,2019-10-24T21:30:35.775246Z,HIGH_FREQUENCY,B,1.02923073206,1.13756227678,1.13028927008,2.57010938595,2.6216674678,2.18515257403
S0322a,2019-10-23T02:09:02.653387Z,2019-10-23T02:22:18.280510Z,2.4_HZ,C,1.08063449453,1.14095830677,1.05049280257,2.36421896691,2.02023909902,1.82437982063
S0321a,2019-10-22T19:41:52.126578Z,2019-10-22T19:54:41.837643Z,2.4_HZ,B,1.28871962425,1.23667270244,1.19699147827,1.59249505016,1.83041403319,1.47166661157
S0320b,2019-10-21T20:14:42.522008Z,2019-10-21T20:27:38.482100Z,LOW_FREQUENCY,C,2.9148839568,2.40882933839,2.40577759701,1.22087669816,1.40453455729,1.4069004412
S0320a,2019-10-21T04:54:17.648875Z,2019-10-21T05:07:50.931437Z,2.4_HZ,C,1.15147451238,1.16191889913,1.19724997264,3.13077125106,2.45875869342,2.29424349593
S0319b,2019-10-20T17:43:48.513634Z,2019-10-20T17:59:01.539990Z,HIGH_FREQUENCY,B,1.44502851146,1.36295313012,1.43199816628,4.83536312574,4.18835831258,3.90931309198
S0319a,2019-10-20T03:25:48.491702Z,2019-10-20T03:40:46.640162Z,HIGH_FREQUENCY,B,0.988690346164,0.992065880859,1.07164650118,2.38707859261,2.13351458324,2.05524304926
S0318a,2019-10-19T19:25:29.693703Z,2019-10-19T19:42:19.033418Z,2.4_HZ,C,1.05668018047,1.07092850884,1.06117028315,2.13282042353,2.01010587053,2.22417745742
S0315d,2019-10-16T17:17:13.607976Z,2019-10-16T17:36:52.507045Z,2.4_HZ,C,1.09555889058,1.05691497199,1.10738909868,1.61668716207,1.65011876063,1.64678764798
S0315c,2019-10-16T15:39:38.047872Z,2019-10-16T15:59:20.115518Z,2.4_HZ,D,1.07295343236,0.978850566785,1.05482881647,1.35550476457,1.25072638554,1.32232025252
S0315b,2019-10-16T15:12:41.388803Z,2019-10-16T15:25:07.925839Z,HIGH_FREQUENCY,B,1.41224518771,1.29070352163,1.37912104062,2.74096675793,2.31808819534,2.55859535216
S0315a,2019-10-16T00:23:24.545549Z,2019-10-16T00:36:24.059158Z,2.4_HZ,D,1.00352706047,1.13452398349,1.09199827428,1.9583253286,1.43496529504,1.49219133231
S0314b,2019-10-15T15:41:36.753559Z,2019-10-15T15:58:03.766770Z,HIGH_FREQUENCY,B,1.10314560613,1.23159429893,1.20593674257,4.61543141845,4.297993572,4.08397166815
S0314a,2019-10-15T14:25:51.632638Z,2019-10-15T14:42:47.123112Z,2.4_HZ,B,1.43020924152,1.28546859766,1.43252559731,2.29714162161,2.08652522132,2.11840364725
S0313a,2019-10-14T13:04:28.833913Z,2019-10-14T13:14:38.349936Z,2.4_HZ,D,1.2426299014,1.14706711983,1.18783881137,2.99867399196,2.51438762531,2.13744775351
S0312b,2019-10-13T16:42:09.065288Z,2019-10-13T16:58:58.939560Z,2.4_HZ,D,1.11782865707,1.26286478892,1.26088175154,1.79527028919,1.54285315688,1.75735279439
S0312a,2019-10-13T14:52:22.641832Z,2019-10-13T15:06:11.900954Z,2.4_HZ,D,1.03895153092,1.15225737949,1.09113226704,1.55691191467,1.49512341024,1.49808518968
S0311b,2019-10-12T16:18:08.091475Z,2019-10-12T16:33:02.740052Z,2.4_HZ,B,1.10618286251,1.18628890095,1.06234162124,2.50625076869,2.31083628429,2.03177087303
S0311a,2019-10-12T13:11:05.128167Z,2019-10-12T13:29:38.689787Z,HIGH_FREQUENCY,C,1.43388440217,1.43304329173,1.61315290241,4.02889249077,3.20734272289,3.27699920049
S0310a,2019-10-11T11:27:12.929995Z,2019-10-11T11:41:45.372811Z,2.4_HZ,D,1.24109592584,1.25868130279,1.23190728502,2.39405700302,2.11358454115,2.48127108125
S0309c,2019-10-10T15:37:59.364633Z,2019-10-10T15:50:31.106446Z,2.4_HZ,C,1.20637778089,1.24792325965,1.32868303496,1.7343193207,1.62841690652,1.6973342793
S0309b,2019-10-10T15:15:43.077897Z,2019-10-10T15:25:49.671544Z,2.4_HZ,D,1.12074867955,1.26232864604,1.26545903344,1.89347723155,1.84474679582,1.70669695758
S0309a,2019-10-10T10:58:09.683329Z,2019-10-10T11:19:13.180419Z,2.4_HZ,D,1.76113969224,1.17029895226,1.9586689133,2.19187163081,2.29844837415,2.07608063057
S0308a,2019-10-09T15:46:04.420005Z,2019-10-09T16:02:30.243701Z,HIGH_FREQUENCY,B,1.1271830929,1.11942628032,1.09378148207,3.9265616058,3.55966074556,3.03353092073
S0308b,2019-10-09T10:01:15.630905Z,2019-10-09T10:21:30.077346Z,2.4_HZ,C,1.45859862094,0.985094934347,1.42064837905,2.64722326651,2.22823020951,2.28325145087
S0306a,2019-10-07T15:05:22.189209Z,2019-10-07T15:19:49.190175Z,HIGH_FREQUENCY,C,1.14095819115,1.20426844184,1.18171953381,3.36894611751,2.99408233276,2.99496969166
S0306c,2019-10-06T18:43:15.967779Z,2019-10-06T18:52:03.953567Z,VERY_HIGH_FREQUENCY,C,1.01572228113,1.03127535442,1.09536100741,1.18445908724,1.16096013964,1.10780085774
S0306d,2019-10-06T17:37:46.276037Z,2019-10-06T17:47:02.722017Z,2.4_HZ,D,1.07249522269,1.15528591934,1.27592992363,1.83959119764,1.56732758064,1.52461136656
S0305a,2019-10-06T11:56:24.285953Z,2019-10-06T12:11:04.256646Z,2.4_HZ,D,1.07495034203,1.1271183518,1.14600440869,1.34628249311,1.40487507551,1.46761357666
S0304b,2019-10-05T12:47:56.545428Z,2019-10-05T13:01:21.462557Z,HIGH_FREQUENCY,B,1.29388188504,1.32646169489,1.29574207759,3.8670201886,3.30593091984,3.40080774728
S0304a,2019-10-05T08:48:38.115748Z,2019-10-05T09:04:57.543842Z,2.4_HZ,C,1.39341078451,1.50497127801,1.41513591008,2.83853973696,2.46965855254,2.26448121357
S0304c,2019-10-04T17:58:12.363585Z,2019-10-04T18:14:05.597356Z,2.4_HZ,D,1.13572715182,1.08644410121,1.13310828184,1.69173176931,1.53162879541,1.75492215425
S0303b,2019-10-04T07:42:09.079644Z,2019-10-04T07:56:03.997613Z,2.4_HZ,C,1.33438489679,1.19367169698,1.24432477323,2.18357100882,1.4444108719,1.96833834158
S0303a,2019-10-03T17:14:12.780168Z,2019-10-03T17:36:47.617531Z,HIGH_FREQUENCY,C,1.37187458035,1.27050591067,1.30208112636,2.45182863399,2.09579621768,2.48121667005
S0302d,2019-10-03T10:55:20.156377Z,2019-10-03T11:11:18.805636Z,2.4_HZ,D,1.01290851094,1.09196986752,1.04233516181,1.34989311513,1.17545604287,1.16981542242
S0302c,2019-10-03T09:54:16.099506Z,2019-10-03T10:10:58.824593Z,2.4_HZ,D,1.02201777885,1.0954187381,1.10553944805,1.61131049625,1.48956329713,1.27029345189
S0302b,2019-10-03T09:30:19.443816Z,2019-10-03T09:45:36.049870Z,2.4_HZ,D,0.988051813518,1.04237398251,1.13489534255,1.42617933838,1.3648086905,1.37376381313
S0302a,2019-10-03T08:18:58.463656Z,2019-10-03T08:34:18.962217Z,2.4_HZ,D,1.17893157052,1.10608350905,1.12347587742,1.78938014096,1.71774058749,1.74476113507
S0301b,2019-10-02T08:27:17.959435Z,2019-10-02T08:36:09.333534Z,VERY_HIGH_FREQUENCY,D,1.01465571123,1.06998024715,1.25562960025,1.56615473804,1.49803045028,1.68212782173
S0301a,2019-10-01T15:02:09.871588Z,2019-10-01T15:21:05.968485Z,2.4_HZ,C,1.16081076582,1.20758417209,1.04796453751,2.44787229608,1.75005393448,1.73891704768
S0300a,2019-10-01T07:20:00.687926Z,2019-10-01T07:30:48.330939Z,2.4_HZ,C,1.00585184684,1.14471640117,1.1003746194,1.98095266273,1.7577529322,1.87128358683
S0299b,2019-09-30T06:31:30.681591Z,2019-09-30T06:43:58.644719Z,2.4_HZ,C,1.05096163624,1.106250199,1.0619919631,2.02042580477,1.84041210825,1.82583585961
S0299a,2019-09-29T13:14:21.912306Z,2019-09-29T13:28:22.524825Z,2.4_HZ,C,1.24265706129,1.32179728778,1.31620364676,3.02614228503,2.34950216329,2.24479677863
S0298a,2019-09-29T06:43:03.624905Z,2019-09-29T06:52:50.061834Z,2.4_HZ,D,1.14887974558,1.20056900342,1.27386643401,2.03257397595,1.42174807539,1.49961301638
S0297e,2019-09-28T06:49:06.648597Z,2019-09-28T07:01:21.481518Z,2.4_HZ,C,1.00670000304,1.13796753522,1.03974503766,1.5615508945,1.60779826051,1.64585486027
S0297d,2019-09-28T05:26:29.090194Z,2019-09-28T05:38:44.899587Z,2.4_HZ,C,0.885571503216,0.96498470165,0.862283155879,1.19112463634,1.08179764561,1.04845432831
S0297c,2019-09-28T03:51:16.636413Z,2019-09-28T04:05:46.890089Z,2.4_HZ,C,1.13509279074,1.25780460192,1.06076189996,1.81379710494,1.56998838046,1.6101596916
S0297b,2019-09-27T15:02:25.414571Z,2019-09-27T15:16:00.248334Z,2.4_HZ,C,0.880580163988,0.904187794573,0.87874809,1.81232448789,1.59308491358,1.59455316028
S0297a,2019-09-27T13:01:38.595988Z,2019-09-27T13:13:24.337876Z,2.4_HZ,D,1.44761769918,1.1999777155,1.34039387673,2.98032374335,2.50336881171,2.4399179475
S0295b,2019-09-26T06:14:02.202495Z,2019-09-26T06:27:30.272370Z,2.4_HZ,C,0.881927968333,0.980742592645,0.880129493977,2.13891415985,1.97456332739,1.90408766585
S0295a,2019-09-25T13:21:09.250611Z,2019-09-25T13:37:53.701149Z,2.4_HZ,D,1.39707703633,1.62525301613,1.22604334053,2.83813906108,2.33145284381,2.40549514172
S0294b,2019-09-25T06:28:00.524675Z,2019-09-25T06:41:34.975290Z,2.4_HZ,C,1.39074116224,1.42567562673,1.3236718041,2.62770592563,2.31381583066,2.23971625996
S0294a,2019-09-25T03:59:21.252029Z,2019-09-25T04:06:24.937354Z,2.4_HZ,D,1.00722822041,1.04259972954,1.08515367921,2.02713603603,2.06544890116,1.78128629237
S0292a,2019-09-23T03:44:42.887549Z,2019-09-23T04:01:48.037075Z,HIGH_FREQUENCY,C,1.13181774285,1.20444024549,1.24945189521,1.87395795866,1.90394257293,2.06032735882
S0292c,2019-09-23T01:39:30.033101Z,2019-09-23T01:58:46.995206Z,2.4_HZ,C,1.08281191283,1.14737636111,1.05797397174,1.95743890017,1.95238730494,1.73246082575
S0292b,2019-09-23T01:06:22.689405Z,2019-09-23T01:22:56.243399Z,2.4_HZ,D,1.07902382374,1.25982625533,1.16128772361,1.44145357088,1.2892744012,1.52620876614
S0291a,2019-09-21T06:12:37.288221Z,2019-09-21T06:27:53.833844Z,2.4_HZ,D,1.17028986287,1.19644781865,1.180672739,2.72175740933,2.12261968039,2.03745559592
S0265e,2019-08-26T10:27:42.059996Z,2019-08-26T10:44:55.857700Z,2.4_HZ,B,1.19868587034,1.11149642655,1.1895013476,1.54871375774,1.32580213973,1.41840871861
S0265d,2019-08-26T09:38:15.571354Z,2019-08-26T09:51:30.842169Z,2.4_HZ,D,1.14806778276,1.10979235586,1.10375251308,1.73977066445,1.96304317237,2.04382370879
S0265c,2019-08-26T08:07:08.090749Z,2019-08-26T08:19:24.543802Z,2.4_HZ,C,1.12418167322,1.16304728866,1.29558302669,1.48639814444,1.35670477429,1.51972125134
S0265b,2019-08-26T06:47:41.975661Z,2019-08-26T07:06:09.322759Z,2.4_HZ,C,1.34815127763,1.50034141874,1.49847659175,1.73730006365,1.57715136202,1.56720400989
S0265a,2019-08-26T05:38:26.971023Z,2019-08-26T05:52:42.934569Z,2.4_HZ,D,1.26148731206,1.1485107713,1.11961406141,1.57183058078,1.83258490774,1.69503056114
S0264d,2019-08-25T08:27:05.457308Z,2019-08-25T08:42:47.984088Z,2.4_HZ,D,1.15477098722,1.21418054539,1.23689369145,1.50668570859,1.36820653921,1.36868736522
S0264c,2019-08-25T07:20:34.830370Z,2019-08-25T07:38:50.069022Z,2.4_HZ,D,1.18467312147,1.1385061698,1.1457706375,1.45334116389,1.45238289165,1.57793608912
S0264b,2019-08-25T06:20:06.929163Z,2019-08-25T06:34:48.839907Z,2.4_HZ,B,1.31645043166,1.33201499701,1.34955091444,2.37088048977,2.07893176515,2.01894182722
S0260b,2019-08-21T07:14:22.752389Z,2019-08-21T07:29:20.207987Z,2.4_HZ,C,1.07620583047,1.04904135661,1.23429571985,1.52995058718,1.4503032754,1.41219248199
S0260a,2019-08-21T05:11:08.385435Z,2019-08-21T05:28:41.206683Z,HIGH_FREQUENCY,B,1.80804977322,1.696727162,1.86550074468,6.71527450902,6.00321945986,6.286713906
S0257c,2019-08-18T03:35:30.327744Z,2019-08-18T03:46:24.373839Z,2.4_HZ,D,0.936641377714,1.12931683971,0.884633371401,1.29991207405,1.46017985926,1.35646892415
S0257b,2019-08-18T01:05:34.205201Z,2019-08-18T01:18:40.621811Z,2.4_HZ,B,1.37268410889,1.34590730956,1.37399967695,2.3606235543,3.24484604514,2.83862901741
S0257a,2019-08-18T00:23:04.309844Z,2019-08-18T00:36:46.541402Z,2.4_HZ,C,1.58619215191,1.40503447952,1.44259808753,2.16398608219,2.75992456175,2.48017689153
S0256c,2019-08-17T04:48:37.646889Z,2019-08-17T05:02:04.349459Z,2.4_HZ,C,0.931517832435,1.1108842694,1.00772775598,1.63800880756,1.68479186077,1.77556017954
S0256a,2019-08-17T02:20:36.056378Z,2019-08-17T02:31:48.858517Z,2.4_HZ,D,1.07593036221,1.00865476798,1.14455460442,1.81319397428,1.6805445644,1.68747332255
S0256b,2019-08-16T09:50:52.353962Z,2019-08-16T10:05:49.376153Z,2.4_HZ,D,1.08573859075,1.13445191392,1.03213224206,1.44371746241,1.13520325809,1.09766785377
S0255b,2019-08-16T04:02:52.608218Z,2019-08-16T04:16:14.005957Z,2.4_HZ,B,1.1102216549,1.1272740616,1.02180083205,2.22693515481,2.2146380388,1.8903264954
S0255a,2019-08-16T00:25:33.621901Z,2019-08-16T00:40:12.852693Z,2.4_HZ,D,1.00101033853,1.14671506969,1.10326627717,1.24690932203,1.2651458628,1.16508838126
S0254b,2019-08-15T03:08:04.009122Z,2019-08-15T03:17:15.978683Z,LOW_FREQUENCY,D,2.27030444815,2.12748008516,2.15087831668,1.36100509606,1.37942252723,1.2996437087
S0254c,2019-08-15T02:41:00.727724Z,2019-08-15T02:52:21.860840Z,2.4_HZ,C,1.12041687769,1.07066268333,1.07778054586,1.42439712787,1.5866777922,1.51981901984
S0254a,2019-08-15T00:03:54.417449Z,2019-08-15T00:18:26.759219Z,2.4_HZ,C,1.08463787028,1.20683873724,1.24504588712,2.05670698124,1.92561975496,1.61678251659
S0253b,2019-08-14T00:19:43.066131Z,2019-08-14T00:34:01.684208Z,2.4_HZ,C,1.1561522535,1.1409386666,1.07512354014,1.43112983219,1.34346669437,1.41577754557
S0253a,2019-08-13T23:36:30.955878Z,2019-08-13T23:50:32.647286Z,2.4_HZ,D,1.05881739732,1.18800075446,1.04523572737,1.7185235638,1.47183744342,1.66272698134
S0252a,2019-08-12T23:51:54.243203Z,2019-08-13T00:07:05.991446Z,2.4_HZ,B,1.15388363818,1.18277360438,1.20946470241,2.77658370985,2.95321030472,2.61021154564
S0252b,2019-08-12T21:17:35.168503Z,2019-08-12T21:29:41.721997Z,2.4_HZ,C,1.03041001325,1.30675518006,1.25774927894,2.14294076503,1.9097137783,2.18769950772
S0251a,2019-08-11T23:07:15.740083Z,2019-08-11T23:59:34.324958Z,LOW_FREQUENCY,D,2.29927539541,2.09301961219,1.93722242469,1.12890888478,1.11446710601,1.1247648503
S0251c,2019-08-11T20:59:00.940551Z,2019-08-11T21:13:13.810883Z,2.4_HZ,C,1.09353560195,1.37804548283,1.51010255117,1.62270329784,1.43985564811,1.56674889441
S0251b,2019-08-11T20:44:24.721952Z,2019-08-11T20:58:42.462178Z,2.4_HZ,D,0.965830381351,1.17006057518,1.20603820712,1.33984448461,1.65511270628,1.5099118627
